respondent_idx,umap_dim1,umap_dim2,cluster,party,text
190,0.86684984,5.7849,3,ANO,"Snaží se přijímat jiné názory. Nerozhodují se jen podle aktuálních emocí a jsou schopni uvažovat racionálně a hledět do budoucna. Dokáží si sami udělat názor na věc a nenechají si jen tak něco vnutit. Jsou skeptičtí k dobře znějícím slibům.
"
191,0.07381326,5.6267343,4,SPD,"Informováni lidé kteří se zajimají o budoucnost.
Vlasti zradce z pětikolky budou souzeni"
192,0.37553334,7.103251,3,ANO,Voliči převážně ANO apod.
193,-1.7695622,4.207627,1,Unknown,"to opravdu nwtusim, nic konkretniho me v tuto chvili nenapada"
194,2.766092,8.095936,3,ANO,"Mají zdravý rozum a vidí, co se tady děje "
195,-1.2971566,7.247784,4,ANO,Ziji zivot jako ja a pri dnesni vlade sme se my kteri vydelavaji rukama pomalu propadli az na dno nemluve o tom kdyt mate rodinu to posledni 3 roky vydelavate jen na to aby st3 uzivili rodinu a nemate cas ani na to byt sam sebou
196,1.758833,2.9952912,0,ANO,"Tyhle věci já neřeším, jak jsem psal, každý má svůj názor."
197,-1.4001734,3.5784502,1,ANO,nevím co odpovědět..politika mě zase tak moc neber..spíš pozoruji koho lidi volí..ppřijde mit o praš´t jako uhoď
198,0.9068692,5.696482,3,ODS,"Považují svobodu myšlení a vyjadřování a volnost cestování za podstatnou část života. Asi prožili socialistickou minulost a vládu KSČ. Nevadí jim stále se učit něco nového a když jim něco nevyjde, tak zkusí pracovat v jiném oboru nebo u jiné firmy. Získávají informace z různých zdrojů a dokáží se v nich orientovat. Znají dějiny naší země a dokážou se poučit z chyb a nezdarů našich předků. Vědí, že politika appeasementu nevede k míru, ale k válce. Jsou ochotni něco pro vlast udělat. Už asi ne tolik, jako Sokolové za Rakouska-Uherska, za první republiky a za Protektorátu. Mám trochu pochybnosti, zdali bychom byli tak ochotni hájit naši svobodu jako naši předkové za mobilizace v roce 1938. Podle egyptologa Bárty civilizace dojedou na to, co je vyneslo na vrchol. Obávám se, že naše civilizace dojede na lidská práva, která jsou podle mne hypertrofovaná, jsou absolutní a nejsou podmíněna plněním lidských povinností.  Myslím si, že jsme vylili s vaničkou i dítě, když jsme nade vše postavili individuum, proti předešlému kolektivismu. Tento kritický dodatek dodávám proto, že ani tato moje srdcová skupina není bez vad."
199,-1.5212934,3.211964,1,Unknown,vůbec nevím co s tím dělat
200,-2.5090356,4.407028,1,ANO,Normalni lide s normalnimi nazory
201,0.8673631,5.5585203,0,STAN,"lidé, kteří se o politiku více zajímají, zjišťují si informace, nevěří pouze tomu, co se vykládá v TV nebo píše na internetu, ale ověřují si daná fakta, myslí na budoucnost jak sebe tak svých dětí"
202,1.8092339,7.121029,3,ODS,"normální pracující lidi, kteří si chtějí užívat života"
203,0.18177627,4.0587544,0,Other,Lidi s kraje kde lidi přicházejí o svobody peníze a hlavně bezpečí
204,0.46641845,8.290063,3,Unknown,"bezproblémový, klidný, tichý, uzavřený"
205,0.030168884,6.218344,3,KSCM,Mají zájem o zlepšení života v ČR 
206,2.6857219,8.136635,3,Unknown,"Přátelští, zdravý rozum, "
207,-0.34731907,4.8995814,1,ANO,"snaží se dívat na politiku jako na něco, co většinou nespnuje naše pohledy na věc"
208,-0.054571893,7.3353677,3,Unknown,pohodáři s kladným přístupem k životu
209,-1.5936166,4.7562623,1,ANO,"Já politiku neprožívám a je mi jedno jak ostatní k politice přistupují, jsem k jejich názorům tolerantní, proto ani neřeším kdo a jak je mi nejvíce podobný v politických otázkách...."
210,0.0150049385,7.898764,3,Unknown,"Lidé s nižším příjmem, rodinou, zijici na vesnici, pracující ve fabrice."
211,3.346289,5.6032176,2,Pirati,Podporují slušné lidi. Mají průměrný příjem. Jsou rozumní.
212,3.4322326,4.77429,2,ANO,"Myslí do budoucna, demokraticky, neodsuzují hned"
213,-0.97170955,2.2521362,1,ODS,Nevím jak bych tyto lidi popsal
214,0.071211055,4.651922,0,KSCM,Tito občané stim nic nenadelaji ale snaží se pochopit situaci v naší zemi. 
215,0.7682497,8.3490925,3,ANO,"Skromný, slušný, pravdivý,normální "
216,0.8823481,6.506347,3,ANO,"Jsou to konzervativní lidé s tradičními postoji, tradičním smýšlením o důležitosti rodiny, ochrany naší země a naší kultury. V Anglii by nás nazvali ,,far right"", ve skutečnosti málokdo z nich je skutečně radikální. Jsou to lidé, kteří souhlasí s LEGÁLNÍ migrací, kdy jsou přistěhovalci PŘÍNOSEM pro zemi - najdou si práci, respektují zdejší pravidla a kulturu."
217,-0.52246356,4.2442555,1,ANO,"Politiku příliš neřeší, snaží se ji nikomu nevnucovat "
218,2.7771761,3.6567912,0,Unknown,Lidi kteří mají podobné smýšlení jako já. Ale i tak se nějak zásadně neliší od ostatních 
219,-0.748339,6.585252,4,ANO,"Odpůrci současné vlády, odpůrci migrace a Green Dealu."
220,1.7794191,2.8855035,0,Unknown,Každý má nějaký politický názor
221,-0.76644784,5.6100616,4,STAN,"Liberální volič strany, která plnì svůj volební program"
222,1.4079576,6.73358,3,Other,"Lidé, kteří nejsou fanatickými sympatizanty žádného politického uskupení. Lidé, kteří si dokážou vyhodnotit, když politici napravo či nalevo mluví rozumně a překládají relevantní argumenty pro svá tvrzení."
223,2.4835627,4.5781884,2,ANO,nijak je to jejich volba jsou to lidi jako já
224,-1.1346374,5.053342,4,SPD,Chcou zlepšit  život lidí v Čr.
225,-0.79757446,3.1210964,1,Unknown,"žádné neznám, politiku nenávidím a nebavím se o ní"
226,0.76648307,4.072865,0,Unknown,"Dokáží se bavit o každém tématu,naslouchají a dokážou se bavit i o negativních názorech."
227,3.852528,5.813487,2,ANO,"Lidé kteří mají stejné politické smýšlení mi mohou být nesympatičtí z jiného důvodu.Neznamená, že když si rozumíme politicky, že si rozumíme i v jiných oblastech."
228,1.0799633,4.5074615,0,TOP09,"řeší problemy s výší důchodu a co si za to dovolit,aby to nebolelo"
229,-0.95758945,5.2070093,4,Other,"Většina mladých lidí, kteří tuší, co by naľ studentům a mladým lidem mohlo so budoucna nejlépe pomoci"
230,1.2174028,7.0206842,3,Other,"Líbí se jim zásadoví lidé, kteří nelžou"
231,1.8721396,2.5429008,0,ANO,"Zavádějící otázka 

Můžu si vzít něco od člověka se kterýn souhlasím, tak i od toho, co má jiný názor jako já."
232,2.4974911,4.1764216,0,ODS,Lidé stejné skupiny jako já
233,1.2081194,5.650123,2,Other,"Mají zkušenosti ,nejsou jednostranně orientovaní "
234,-2.455773,7.2140374,4,ANO,"Střední vrstva s demokratickými názory. Pravidelně chodí k volbám. Žasne, kam spěje vláda v ČR - vysoká inflace, neuvěřitelné množství úředníků všeho druhu."
235,3.1368423,6.7587814,2,ANO,nedivím se lidé jsou již znechuceni
237,-0.31492585,7.599544,3,SPD,"LIDÉ S NÍZKÝMI PŘÍJMY,NE VOLIČI ODS A TOP09"
238,1.5728531,7.868731,3,Pirati,"Mají rádi pravici i levici, ne však jako střed, ale že dokážou vnímat výhody obou směrů."
239,1.6765703,4.707826,0,ANO,káždý jedná podle sebe a dívá se na svět podobně 
240,0.94218826,4.4531507,0,SPD,Jsou to společenští lidé kteří si dokáží svůj názor obhájit i když jsou v menšině.Nemeni každou chvíli své politické strany podle jejich momentálních slibů a zůstávají věrni straně kterou si vybrali.
241,0.11435901,3.8258967,0,ANO,lidi bez bydleni delnici lidi ktere trapi vysoke naklady
242,2.382668,4.798006,2,ANO,"Jsou to lidi ktery už neco zažili s timyto stranamy ,vědi kto sliby a splni a kto nesplni jenom oblbuje lidi."
243,2.724804,8.210148,3,SPD,Zdravý selský rozum nejsou to ovce ale lvi nenechají se ovládat nesmysli
244,2.6463046,8.258328,3,ANO,"Protože patřím k věkově starší generaci (70 let), mohu hodnotit společenské problémy z vlastní zkušenosti, to je reálně prožité. Vadí mně obrovský pokles morálních hodnot ve společnosti, to, že negativní věci se stávají jakousi společností uznávanou ""normou"" a nikdo se nad nimi nepozastavuje. Přestože nejsem věřící v klasickém slova smyslu (církev, kostel apod.), velmi souhlasím s výrokem papeže Pavla VI., že ""největším hříchem dnešním lidí je to, že ztratili pojem hříchu"". Na druhé straně velice oceňuji ochotu a semknutost českého národa např. při sbírkách pro nemocné děti apod. Snažím se vidět svět a lidi pozitivně, i když mám mnoho výhrad k současné vládě a k tomu, v jakém ekonomickém stavu se nachází dnešní společnost. Věřím ale v ""selský rozum"" a v síly, které dokážou tento stav zvrátit."
245,-0.13191324,5.976965,4,ANO,Jsou nespokojeni s touto vládou
246,1.2835149,6.240313,3,ANO,"Přemýšliví, pracovití, lidé kompromisu."
247,3.1090443,4.569911,2,SPD,"Že berou život jinak než většina politiků - berou ho se selským rozumem a v první řadě se zajímají o to, jak se budou lidé mít a ne o to, kde kdo kolik nahrabe "
248,-0.60050476,4.794534,1,Unknown," Lidé kteří se o politiku nezajímají , protože nemají šanci nic změnit a s politikou  žádné strany nesouhlasí"
249,-1.5961756,3.6991541,1,Unknown,Nevím je mi to jedno a fuk
250,2.2070282,3.6042323,0,ANO,"názorově stejní, máme si o čem povídat"
251,1.6406736,5.6972895,2,ANO,Jsou zklamani dnešni vladou a vše okolo ni
252,0.71886116,7.107396,3,Unknown,"Prozápadní, podporující vstup do EU, souhlas s podporou Ukrajiny, odmítající KSČM, SPD a ANO "
253,-0.78077286,4.547001,1,Unknown,"O politiku se nezajímá,politika je celá zkorumpovana"
254,0.91026944,3.932677,0,Unknown,"opět lidé z různých skupin, jen je jednodušší se s nimi bavit bez rizika konfliktu názorů"
255,0.16707149,3.2727706,0,Other,Takoví lidé musí jednat přímo bez jakéhokoliv sklonu k zvýhodnění jakékoli skupiny lidí.
257,-1.6031734,3.451906,1,Unknown,Nevím jakože fakt nevím co víc psát 
258,0.9965285,7.5156274,3,TOP09,Chytří lidé kteří se zeptat jestli neví kdo vyhrál
259,2.309006,3.8332345,0,ANO,"Sledují podobné zdroje, dávají důraz na podobné události."
260,1.71913,7.0470605,3,ANO,"Lidé, kteří chtějí rovná práva a povinnosti pro všechny. Lidé, kteří odmítají tolerovat šedou ekonomiku a lidé, kteří chtějí bezpečné prostředí."
261,0.672955,7.115801,3,Unknown,"Ať už jsou to voliči vládnoucí strany nebo opozice, vyjma KSČM a SPD, respaktuji jejich názor."
262,-3.434333,6.97868,4,ANO,"neresi kraviny, nevymysli konspirace"
263,-2.3501847,5.05452,4,Unknown,"spolecensky prehled, vzdelani, premysli proc se veci deji"
264,3.263171,7.0140166,2,SPD,tito lidé mají  mou plnou důvěru 
265,-1.4473047,3.4925032,1,Other,Nevím co na to říct protože zas tak moc tomu nevěřím 
266,-0.43673438,5.945318,4,ODS,Dlouho doba ochrana země 
268,2.0737576,4.8859563,2,TOP09,"Optimisté, bavící se životem. Nečekají, že se o ně bude někdo starat, ale jsou aktivní a rádi pomůžou jiním "
269,-2.556607,5.2436466,4,SPD,"Jsou to osoby, ktere maji prehled a vedi jak svet funguje"
270,0.66238564,5.291742,0,TOP09,"Jsou politicky zralí, snaží se odstraňovat překážky mezi lidmy, dovedou naslouchat a snaží se přesvědčovat oponenty."
271,0.040245906,4.861653,0,ANO,Chápou současnou politickou situaci.
272,-0.38977692,2.582379,1,Unknown,Nevím co bych tady napsal tak 
273,-1.2695985,2.809021,1,KSCM,neumím to protože nedokáži popsat
274,-0.7742865,4.779246,1,STAN,"Politika není vůbec pro střední a nižší vrstvu ,ať je tam Petr nebo Pavel nikomu nezáleží na lidech.Sami hrabou a zvyšují si platy .Důchodcům se přidá celoplošně podle procent.Mělo by se přidat jen potřebným a kdo má málo.Žádná strana se nezajímá o to co chtějí lidé ."
275,2.7792723,8.141546,3,KDU-CSL,"Zdravý rozum,zvazuji plusy i minusy"
276,1.4434787,6.67998,3,ODS,"Pracující lidé, kteří nepotřebují, aby se o ně stát staral a nenatahují při každé příležitosti ruku k nějakým dávkám. "
277,-1.2458398,6.8452888,4,SPD,"Nikdy jsem nic po statu nechtela, jen to, aby ho ti, ktere jsem nevolila nezadluzovali. Coz je dano i ustavou. podle me by to mel byt trestny cin a strany a politici za ty silene schodky, by meli byt trestne stihani. 
Jinak pracujici."
278,3.3349478,5.494236,2,ANO,Rozumní a odpovědní. Mají moje sympatie
279,-0.5968409,4.009607,1,Unknown,Nezájem o politiku celkove
280,0.421989,7.6551924,3,SPD,Jsou z mého pohledu dobří lidé 
282,-0.18621072,6.0002055,4,SPD,"Nedají se manipulovat podplacenými médii, umí si najít skutečně pravdivé informace, uvědomují si, na jak špatné cestě naše země je."
283,-1.4851391,5.801002,4,STAN,"Zajímají se o dění v ČR.
Není jim jedno, co bude dál...."
285,0.76407915,6.321744,3,ODS,"Pracovití
Nezávislí 
Morální "
286,-1.3170536,8.045108,4,Unknown,"Střední třída, nyní důchodci, kteří si velmi dobře pamatují minulé časy a hlavně zlodějny ODS"
287,-0.025601545,5.180303,0,ANO,"Věnovat se pouze občanům a naší vlasti, nepřipustit ani sebemenší zahraniční vliv"
288,-1.0000925,6.9969354,4,ANO,"Rodiny s dětmi, lidé, kteří pracují a snaží se za každou cenu uživit svou rodinu. "
289,2.668161,5.095576,2,Other,Jedinci nepodléhající oficiálním zprávám a řídící se vlastním rozumem.
290,-3.466192,7.0664554,4,Unknown,Dghfhjhgffg fgh ddkfkk Fidorka. 
291,1.0611434,5.8737965,3,STAN,"Normální, slušní lidé, nepodléhající lžím a manipulaci. Uvědomující si dnešní problémy a jsou schopni o nich přemýšlet a kriticky je hodnotit "
292,-3.4255514,7.05967,4,Unknown,Prachy Prachy Prachy Prachy Prachy Prachy 
293,3.3537483,5.5354586,2,ANO,Jsou přátelé a mají moje sympatie.
294,2.3313017,5.912192,2,ODS,"Rozumní lidé
lidé kteří chápou aspoň základní problematiku politiky
Zdravý a správný pohled na svět
Žádní extrémisti
"
295,1.68568,4.3427954,0,ANO,Jsou to lidé v mém věku se stejnými starostmi a v podobné ekonomické situaci. 
296,-1.4957125,3.0177736,1,ANO,Nevím co si pod tím mám představit a jak někoho popsat. Je mě tato problematika docela jedno. 
297,1.2885275,6.031475,3,ODS,Lidi kteří se zajímají o dění okolo 
298,-0.20612504,5.1714964,4,Unknown,"Nehledají utopii. Vědí že většina techto rozhodnutí je méně podstatných i přestože účast ve volbách by všeobecně měla být větší, ale většinou to s výsledkem zas tolik nepohne."
299,0.5582897,5.3656545,0,SPD,Nevěřící vnucované propagandě státu
300,0.71886337,3.9001272,0,ANO,Můžeme se spolu bavit o politice a společenských problémech. 
301,0.026918849,8.513479,3,ODS,Běžný člověk který je tolerantní k ostatním názorům. Člověk co se prostě chce mít dobře a je pro to.i ochoten něco udělat a ne jen čekat co dostane.
302,-1.9233956,3.2908988,1,Unknown,nevím nevím nevím nevím nevím nevím nevím nevím
303,0.39400944,4.390837,0,SPD,Budeme si víc rozumět v názorech na politickou situaci. 
304,-1.0037717,7.2135015,4,Other,"Pracovití lidé kteří si nestěžují ale jdou po příležitostech a snaží se zajistit dobrý život pro svou rodinu, politcky spíše pravicové zaměření."
305,3.820797,6.0053554,2,ODS,"Rozumíme si , sympatický, vyrovnaný, klidný, pracovitý "
306,-0.29590172,2.7094376,1,ANO,nijak bych je nevystihnul
307,2.1417906,7.4956875,3,Unknown,Nemají rádi extremismus a populismus.
308,0.10927315,5.990725,3,Other,Lidé kteří nedávají na plane slibi politiků a raději vidí činy než slova. Jen tak se pozná dobrá strana a dobří politici. Myslím že naše země od roku 89' si toho zažila své a furt se vše jen opakuje a korektnost politiků rozděluje národ. Potřebujeme tu lidi kteří se nebudou bát ozvat a politiky kteří budou konat pro dobro vlasti a lidu aby naše priority nebyli pošlapávány.
